Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	tree_length
5616	-765.3831	-836.9534	71.57025	0.0393794	0.00786717	0.121682	0.121402	0.00843582	0.00366065	0.000521582	0.0112898	0.00577929	0.0202785	6.66049e-05	0.00545124	0.00775749	0.00582851	0.0277415	0.0215346	0.00498234	0.0141479	0.0363461	0.148155	0.00297396	0.0354593	0.00457064	0.0309835	0.000526212	0.000123739	0.0145226	0.02675	0.101406	0.0449303	0.0766661	0.0470342	0.0602536	0.372936	0.00281688	0.0192679	0.0420663	0.00934667	0.00250039	0.0111776	0.00806354	0.00375464	0.0789956	0.00104759	0.160653	0.0126953	0.00189038	0.0569721	0.0342503	0.0344731	0.00938861	0.416395	1.23777	0.0783822	0.288873	0.678814	1.47316	3.46173	12.758	1.841048	0.1370554	0.0205015	0.00409577	0.0633497	0.0632038	0.00439182	0.00190579	0.000271544	0.00587764	0.00300879	0.0105573	3.46756e-05	0.002838	0.00403867	0.00303442	0.0144427	0.0112113	0.00259389	0.00736561	0.0189223	0.0771318	0.00154829	0.0184607	0.00237955	0.0161305	0.000273954	6.44207e-05	0.00756071	0.0139265	0.0527933	0.0233914	0.0399136	0.0244867	0.031369	0.194156	0.00146651	0.0100312	0.0219004	0.00486602	0.00130174	0.00581924	0.004198	0.00195472	0.0411263	0.000545391	0.0836383	0.00660935	0.000984163	0.0296606	0.0178312	0.0179472	0.00488786	1.920803
5652	-774.8833	-847.3336	72.45022	0.0310491	0.0175816	0.0344935	0.032947	0.00466997	0.00144136	0.00295043	0.00160822	0.00951795	0.0124021	0.0172736	0.00693239	0.00720095	0.00367751	0.0171111	0.0108107	0.0132321	0.0249249	0.0058563	0.0183619	0.0150892	0.00310753	0.0426417	0.000755685	0.000708983	0.000641281	0.002481	0.0133733	0.00857725	0.0258589	0.0287797	0.103396	0.00385936	0.0184084	0.00299126	0.0232533	0.0100293	0.0312793	0.00131037	0.0246584	0.0077199	0.0021563	0.0136364	0.0168177	0.107236	0.0224879	0.00529999	0.0244448	0.019719	0.0143952	0.0266747	0.461536	1.21937	0.0485624	0.228721	0.631125	1.58447	4.37215	20.592	2.187215	0.1542048	0.0346596	0.019626	0.0385044	0.0367782	0.005213	0.00160897	0.00329352	0.00179523	0.0106247	0.0138443	0.0192822	0.0077385	0.0080383	0.00410514	0.0191008	0.0120678	0.0147708	0.0278233	0.00653728	0.0204971	0.0168438	0.00346888	0.0476002	0.000843558	0.000791425	0.000715851	0.0027695	0.0149284	0.00957464	0.0288659	0.0321263	0.115419	0.00430814	0.0205489	0.00333909	0.0259572	0.0111955	0.0349166	0.00146275	0.0275258	0.00861759	0.00240705	0.0152221	0.0187733	0.119705	0.0251029	0.00591628	0.0272873	0.022012	0.0160691	0.0297765	0.8958303
5688	-773.693	-845.714	72.02103	0.0392291	0.0199945	0.0464502	0.0497002	0.0164428	0.005428	0.00274065	0.00349212	0.0112493	0.0172534	0.0354446	0.00918694	0.0071945	0.00872266	0.0392413	0.0394233	0.000843938	0.0166934	0.00110792	0.0193631	0.00866542	0.01686	0.0312192	0.00460396	0.000386733	0.0119907	0.0187874	0.0139512	0.0338692	0.0414271	0.0610383	0.139062	0.0140931	0.014909	0.0277906	0.0394483	0.0192636	0.0782259	0.00307889	0.0777811	0.00717989	0.000257179	0.00631817	0.025075	0.159613	0.0260694	0.00419116	0.0726035	0.0749729	0.020103	0.0280994	0.546381	1.18481	0.0770888	0.286538	0.677097	1.47689	3.48993	12.9721	1.853079	0.1878782	0.026684	0.0136004	0.0315958	0.0338065	0.0111845	0.00369217	0.00186421	0.00237537	0.0076519	0.0117359	0.0241097	0.00624904	0.00489376	0.00593323	0.0266923	0.0268161	0.000574054	0.011355	0.000753614	0.0131709	0.0058943	0.0114683	0.0212356	0.00313165	0.000263059	0.0081562	0.0127794	0.00948974	0.0230381	0.0281791	0.0415188	0.0945914	0.00958627	0.0101412	0.0189034	0.0268331	0.0131033	0.05321	0.00209429	0.0529074	0.00488382	0.000174935	0.00429767	0.0170562	0.10857	0.0177327	0.00285086	0.0493856	0.0509972	0.0136742	0.0191135	1.470137
5724	-782.0371	-853.8893	71.85214	0.0780153	0.0428373	0.0365176	0.146439	0.0166327	0.00568544	0.00320478	0.00302713	0.0158607	0.0499893	0.0427208	0.00471256	0.00640222	0.0126452	0.0757359	0.028008	9.84919e-05	0.113437	0.000936769	0.0798307	0.01395	0.0161329	0.0173702	0.0129854	0.00172308	0.00864443	0.0105647	0.00121744	0.0194762	0.0252791	0.0498807	0.0968203	0.00471467	0.0510302	0.0348685	0.0499436	0.0507873	0.0990382	0.007013	0.109707	0.00933424	0.000500328	0.000346779	0.0184893	0.202079	0.0363598	0.00563173	0.0794526	0.0661632	0.0377091	0.0677049	0.306129	1.28269	0.102433	0.329147	0.707024	1.41438	3.03816	9.76246	1.647544	0.0972328	0.0396489	0.0217708	0.018559	0.0744233	0.00845306	0.00288945	0.00162873	0.00153844	0.0080607	0.0254055	0.0217115	0.00239502	0.00325373	0.00642653	0.0384904	0.0142342	5.00555e-05	0.057651	0.000476084	0.0405715	0.00708966	0.00819903	0.00882788	0.00659941	0.000875703	0.00439327	0.00536916	0.000618728	0.00989817	0.0128473	0.0253503	0.049206	0.00239609	0.0259345	0.0177209	0.0253823	0.0258111	0.0503331	0.00356414	0.0557551	0.00474384	0.000254276	0.00017624	0.0093966	0.1027	0.0184787	0.00286215	0.0403793	0.0336254	0.0191645	0.0344089	1.967655
5760	-785.9548	-857.8289	71.87406	0.021042	0.057696	0.0423197	0.184881	0.0036464	0.0103436	0.0102774	0.0234387	0.0369064	0.0741013	0.00963917	0.0247174	0.013346	0.00105648	0.0260158	0.00237785	0.0309238	0.0501328	0.0472288	0.131262	0.00749546	0.0209763	0.00957345	0.0164336	0.0125384	0.0271548	0.0504481	0.0305663	0.018089	0.0144586	0.0369475	0.00201229	0.0107277	0.118853	0.0444953	0.0176443	0.00604695	0.00131605	0.0281224	0.0364436	0.00907365	0.0430354	0.0247428	0.0179551	0.0708275	0.00232949	0.0274471	0.077107	0.0184842	0.0121459	0.0363869	0.569157	1.17553	0.0919791	0.312312	0.695538	1.43774	3.20193	10.872	1.725382	0.197255	0.0127432	0.0349412	0.0256292	0.111966	0.00220829	0.00626415	0.00622409	0.0141947	0.0223509	0.0448764	0.00583757	0.0149691	0.00808248	0.000639814	0.0157554	0.00144005	0.0187277	0.0303609	0.0286022	0.0794932	0.00453932	0.0127035	0.00579777	0.00995236	0.00759338	0.0164452	0.0305518	0.0185112	0.0109549	0.00875626	0.0223758	0.00121866	0.00649678	0.0719783	0.0269467	0.0106855	0.00366209	0.000797014	0.0170312	0.0220706	0.00549509	0.0260626	0.0149845	0.0108738	0.0428938	0.00141076	0.0166222	0.0466967	0.0111942	0.00735564	0.0220362	1.651231
5796	-776.1491	-847.086	70.93691	0.0706661	0.0362381	0.120541	0.26589	0.00655655	0.0102245	0.00189651	0.01086	0.0591377	0.0119164	0.0241584	0.0126511	0.00201906	0.00612092	0.108089	0.0139634	0.000116331	0.0371244	0.0224722	0.0929465	0.00594436	0.0102601	0.0167482	0.061964	0.00331499	0.00958911	0.0505967	0.0198988	0.0139328	0.00811915	0.101587	0.221546	0.0382199	0.0986455	0.00608839	0.0261762	0.0193998	0.0895144	0.0512043	0.146026	0.0567347	0.0125711	0.000142678	0.0510088	0.26985	0.089122	0.0172021	0.111547	0.172061	0.0235651	0.0639591	0.286177	1.29082	0.162569	0.412307	0.758501	1.31839	2.42538	6.15125	1.313566	0.09032325	0.0254183	0.0130347	0.0433582	0.0956396	0.00235836	0.0036777	0.000682168	0.00390629	0.0212716	0.00428626	0.00868969	0.00455056	0.000726248	0.00220167	0.0388791	0.00502257	4.18438e-05	0.0133535	0.00808317	0.0334325	0.00213816	0.0036905	0.00602426	0.0222882	0.00119239	0.00344916	0.0181994	0.00715753	0.00501159	0.00292042	0.0365403	0.079689	0.0137475	0.0354824	0.00218997	0.00941547	0.00697804	0.0321979	0.018418	0.0525251	0.0204072	0.00452178	5.13208e-05	0.0183476	0.0970638	0.0320568	0.00618754	0.0401229	0.0618897	0.00847626	0.0230058	2.780127
5832	-773.2411	-845.2156	71.97452	0.0501058	0.113699	0.0486374	0.19519	0.00756474	0.00910389	0.00343474	0.00415123	0.00205116	0.0213197	0.0317207	0.00418613	0.00861225	0.00507182	0.0512128	0.0329822	7.38369e-05	0.0146244	0.00687267	0.0523282	0.018792	0.0236651	0.0122948	0.0149499	0.0131299	0.00783558	0.0313168	0.0215984	0.0208324	0.0270742	0.0797941	0.0542596	0.0046336	0.0411556	0.00703971	0.020848	0.0382072	0.0287632	0.0326752	0.0513085	0.0347558	0.00476746	0.00131714	0.0554202	0.186692	0.0464855	0.00844439	0.0192512	0.0638896	0.00782191	0.0152858	0.438285	1.22885	0.0845294	0.299708	0.686657	1.45633	3.33658	11.8302	1.786454	0.1453074	0.0302343	0.0686074	0.0293483	0.117779	0.00456464	0.00549338	0.00207256	0.00250489	0.00123769	0.0128645	0.0191406	0.00252595	0.00519672	0.00306039	0.0309023	0.0199018	4.45539e-05	0.00882448	0.00414704	0.0315753	0.0113393	0.0142798	0.00741883	0.00902094	0.00792272	0.00472807	0.0188969	0.0130327	0.0125705	0.0163368	0.0481485	0.0327408	0.00279596	0.0248337	0.00424783	0.0125799	0.0230546	0.017356	0.0197166	0.03096	0.020972	0.00287673	0.000794778	0.0334411	0.112652	0.0280498	0.00509543	0.0116164	0.0385516	0.00471982	0.00922363	1.657248
5868	-776.3341	-848.8519	72.51785	0.0369838	0.0781868	0.023372	0.181569	0.0117987	0.00183889	0.000716965	0.00770719	0.00182289	0.011564	0.0517218	0.0207821	0.00891626	0.004672	0.0574215	0.0458599	0.00160721	0.041597	0.00222224	0.0486018	0.00268814	0.0322527	0.0116642	0.00302012	0.00862484	0.0223266	0.0147072	0.011795	0.0319892	0.0330314	0.0568731	0.0672753	0.00343374	0.022569	0.00325068	0.0255923	0.00966278	0.0156639	0.00526854	0.0574335	0.035159	0.0323393	0.00436269	0.0146018	0.13693	0.0289822	0.0132534	0.0585908	0.0410289	0.00447049	0.0267507	0.175799	1.33579	0.0738946	0.280685	0.672751	1.48643	3.56271	13.5328	1.883678	0.0536178	0.0250814	0.0530241	0.0158502	0.123135	0.00800154	0.00124708	0.000486225	0.0052268	0.00123623	0.00784236	0.0350762	0.0140938	0.00604675	0.00316842	0.0389417	0.0311009	0.00108997	0.0282099	0.00150706	0.0329604	0.00182302	0.0218729	0.00791032	0.00204816	0.00584912	0.0151413	0.00997399	0.00799901	0.0216942	0.0224009	0.0385697	0.0456242	0.00232866	0.0153057	0.00220452	0.017356	0.00655302	0.0106228	0.00357297	0.0389498	0.0238439	0.0219316	0.00295865	0.00990256	0.0928617	0.0196549	0.00898811	0.0397346	0.0278246	0.00303176	0.0181416	1.474553
5904	-777.5676	-849.3803	71.81267	0.127159	0.0189534	0.0455933	0.0160026	0.00112151	0.00402931	0.00641034	0.00603306	0.0028416	0.00916358	0.0211703	0.0156742	0.0200656	0.0165422	0.0578845	0.0381873	0.00212959	0.00631572	0.0163536	0.0386715	0.0237892	0.0455788	0.10883	0.0047548	0.0429439	0.0156859	0.00769192	0.0165124	0.0792998	0.0339403	0.18558	0.0524422	0.0122026	0.00299298	0.00220504	0.0331501	0.0318726	0.0132823	0.0139867	0.0511841	0.050877	0.00439813	0.0052215	0.0338223	0.285475	0.0499959	0.0302914	0.0701725	0.0781832	0.0472351	0.066322	0.383035	1.25136	0.113779	0.346449	0.718416	1.39195	2.88643	8.78896	1.571588	0.1247056	0.0645403	0.00961995	0.0231412	0.00812224	0.000569231	0.0020451	0.00325361	0.00306212	0.00144227	0.00465104	0.0107451	0.00795555	0.0101844	0.00839609	0.0293797	0.0193823	0.00108089	0.00320559	0.00830036	0.019628	0.0120744	0.0231339	0.0552374	0.00241333	0.0217965	0.00796148	0.00390409	0.00838096	0.0402492	0.0172266	0.0941924	0.0266174	0.00619354	0.00151911	0.00111918	0.0168256	0.0161772	0.00674151	0.00709906	0.0259789	0.025823	0.0022323	0.00265021	0.0171668	0.144895	0.0253758	0.0153746	0.0356166	0.0396825	0.0239745	0.0336622	1.970222
5940	-780.678	-852.8026	72.1246	0.0851693	0.0267712	0.0888588	0.0690401	0.0016161	0.00436585	0.0166618	0.0132347	0.00264387	0.0257273	0.00626789	0.00824083	0.019724	0.014346	0.0621367	0.0170688	0.00673315	0.0378946	0.00260057	0.0945401	0.0290456	0.0574334	0.0693847	0.0044088	0.0572287	0.00241588	0.0381645	0.0107951	0.056721	0.053856	0.0368362	0.0132508	0.00747171	0.0220562	0.0033076	0.0123283	0.0233121	0.0172502	0.00375132	0.0503128	0.0264243	0.0134687	0.0232472	0.0341595	0.277464	0.0491449	0.0133235	0.0344469	0.0471982	0.0100017	0.065193	0.27625	1.29486	0.0934387	0.314719	0.697206	1.4343	3.17743	10.7022	1.713998	0.08691757	0.0481987	0.0151503	0.0502867	0.0390709	0.00091458	0.00247071	0.00942918	0.00748971	0.00149621	0.0145595	0.0035471	0.00466362	0.0111622	0.00811865	0.0351642	0.00965953	0.0038104	0.0214452	0.00147171	0.0535018	0.0164374	0.0325025	0.0392659	0.00249501	0.0323867	0.00136719	0.0215979	0.00610914	0.0320993	0.030478	0.0208462	0.00749887	0.00422836	0.0124819	0.00187182	0.00697679	0.0131927	0.0097622	0.00212293	0.0284729	0.0149539	0.00762217	0.013156	0.0193314	0.157022	0.0278119	0.00754002	0.0194941	0.0267102	0.00566011	0.0368938	1.767045
5976	-783.6228	-856.2001	72.57736	0.0659669	0.0178772	0.0241392	0.00902457	0.00143128	0.00514719	0.00125544	0.00423232	0.00217346	0.00943768	0.0282337	0.0164664	0.00257019	0.000620355	0.0190746	0.00330864	0.0100874	0.0219079	0.0398447	0.0091054	0.000822411	0.015002	0.00532306	0.0258157	0.0122043	0.00617192	0.027561	0.0242187	0.0595266	0.0189154	0.00289919	0.0147614	0.0168465	0.00666352	0.00207485	0.0291067	0.000811081	0.0149082	0.004317	0.0124986	0.0274227	0.00893833	0.00744641	0.000561203	0.0125699	0.000785637	0.0307585	0.0133642	0.00404847	0.00130768	0.0843682	0.429331	1.23249	0.0481214	0.227705	0.630249	1.58667	4.39164	20.7808	2.193812	0.1419174	0.0841496	0.0228047	0.0307927	0.011512	0.00182579	0.00656593	0.00160149	0.00539889	0.00277254	0.012039	0.0360159	0.0210051	0.00327862	0.000791346	0.0243322	0.00422062	0.0128679	0.0279465	0.0508273	0.0116152	0.00104909	0.0191371	0.00679027	0.0329314	0.0155682	0.00787311	0.0351578	0.0308942	0.0759341	0.0241292	0.00369831	0.0188302	0.02149	0.00850021	0.00264674	0.0371295	0.00103464	0.0190174	0.00550691	0.0159437	0.0349813	0.011402	0.00949889	0.000715889	0.0160346	0.00100218	0.0392366	0.0170478	0.00516436	0.00166812	0.107623	0.7839243
6012	-775.5553	-847.692	72.13662	0.0734537	0.0199808	0.0499552	0.0814928	0.00353165	0.00695356	0.00885105	0.00852614	0.00519078	0.0215716	0.0404461	0.0207131	0.00296564	0.00213646	0.0780374	0.0139678	0.0154551	0.0585296	0.0497162	0.0456265	0.00983132	0.0335983	0.0222257	0.023655	0.0014242	0.0186095	0.0362325	0.0101234	0.0912014	0.0064427	0.0051826	0.00374601	0.0320042	0.0171698	0.0188629	0.0445948	0.00104434	0.0061998	0.00273094	0.0163733	0.0283644	0.025628	0.000198971	0.000859826	0.0192038	0.00107731	0.0250074	0.0370276	0.00425659	0.0077032	0.129262	0.576942	1.17236	0.0690757	0.271604	0.665884	1.50176	3.68183	14.4769	1.932439	0.2004938	0.0570761	0.0155258	0.038817	0.0633228	0.00274422	0.00540317	0.00687758	0.00662511	0.00403342	0.0167619	0.031428	0.0160948	0.00230441	0.00166011	0.0606379	0.0108535	0.0120091	0.0454796	0.0386312	0.0354534	0.00763928	0.0261071	0.0172702	0.0183807	0.00110665	0.0144603	0.0281539	0.00786626	0.0708667	0.00500621	0.00402706	0.00291078	0.0248684	0.0133416	0.0146571	0.0346517	0.000811492	0.00481746	0.00212204	0.0127226	0.0220402	0.0199139	0.000154607	0.000668115	0.014922	0.000837107	0.0194316	0.0287718	0.00330752	0.00598566	0.100441	1.286943
6048	-777.4284	-849.9642	72.53584	0.0308716	0.0158449	0.0205709	0.0491937	0.00225492	0.0030103	0.00273205	0.00654495	0.00162307	0.00836663	0.0299276	0.00612062	0.00425145	0.00301291	0.0320896	0.00548448	0.00421616	0.0337147	0.0267807	0.0284135	0.012969	0.0203939	0.00192901	0.00827133	0.000809312	0.00473634	0.00618559	0.00287442	0.0785638	0.00130912	0.00227581	0.00468633	0.00285407	0.00289974	0.0128166	0.0199222	0.00524298	0.00102946	0.00595434	0.00678601	0.0156444	0.00735679	0.000730741	0.0051734	0.0463844	0.00739369	0.00276409	0.0182668	0.00151199	0.0131448	0.0380718	0.447088	1.22526	0.0427093	0.214834	0.618911	1.61574	4.65476	23.4141	2.280081	0.1486599	0.0458052	0.0235096	0.0305216	0.0729902	0.00334569	0.00446647	0.00405362	0.00971093	0.0024082	0.0124138	0.0444045	0.00908135	0.00630801	0.00447034	0.0476123	0.00813748	0.00625565	0.0500235	0.0397353	0.042158	0.0192425	0.030259	0.00286213	0.0122724	0.0012008	0.00702746	0.00917774	0.00426487	0.116567	0.00194238	0.00337669	0.00695325	0.00423466	0.00430242	0.0190164	0.0295591	0.00777916	0.00152744	0.00883464	0.0100686	0.0232121	0.0109155	0.00108422	0.00767592	0.0688219	0.0109702	0.00410116	0.027103	0.00224338	0.0195033	0.0564883	0.6739771
6084	-774.4657	-846.4294	71.96373	0.0520587	0.00795116	0.0256071	0.0231061	0.00364355	0.00482741	0.0097714	0.00509495	0.00213645	0.00390431	0.0305129	0.0130649	0.00182248	0.000942242	0.0227405	0.00168997	0.00598778	0.00633131	0.0248258	0.0136443	0.011348	0.0110407	0.00895559	0.0186407	0.0100769	0.00504947	0.00662025	0.00797553	0.00954329	0.0132124	0.0232761	0.0165547	0.00918495	0.151421	0.00874721	0.0084973	0.0250607	0.0108065	0.0221995	0.00747017	0.00980436	0.00188222	0.0148338	0.0521877	0.068924	0.00220174	0.00550092	0.00114947	0.00816279	0.0303409	7.61893e-05	0.877632	1.04985	0.0463985	0.223692	0.626762	1.5955	4.47043	21.5524	2.220174	0.3405751	0.0619444	0.00946106	0.0304698	0.0274939	0.00433545	0.00574412	0.011627	0.00606247	0.00254215	0.00464573	0.0363072	0.0155459	0.00216856	0.00112117	0.0270589	0.0020109	0.00712484	0.0075336	0.0295401	0.0162353	0.0135029	0.0131373	0.0106562	0.0221806	0.0119905	0.00600834	0.00787742	0.00949006	0.0113555	0.0157214	0.0276962	0.0196984	0.0109291	0.180176	0.0104083	0.0101109	0.0298196	0.0128586	0.0264151	0.00888873	0.0116662	0.00223965	0.0176506	0.062098	0.0820125	0.00261984	0.00654552	0.00136776	0.00971288	0.0361026	9.06574e-05	0.8404088
6120	-775.531	-848.3577	72.82666	0.0896787	0.011569	0.0123174	0.017686	0.00197408	0.00238386	0.00528212	0.00700965	0.00212052	0.00202349	0.030562	0.0136439	0.000985152	0.00752485	0.0131439	0.00584113	0.00625992	0.019496	0.022824	0.0307413	0.0115053	0.0274665	0.00486344	0.00715714	0.00229256	0.00296458	0.0102812	0.00879728	0.0330978	0.0164537	0.021177	0.0218911	0.00997445	0.0790741	0.0617454	0.00876448	0.0229851	0.00433012	0.0203649	0.00594245	0.00972172	0.0103485	0.0163903	0.0138022	0.0436531	0.00504183	0.00142813	0.011779	0.00345207	0.0350885	5.68146e-05	0.263224	1.30017	0.0513767	0.235092	0.636558	1.57095	4.25366	19.4641	2.146481	0.08248122	0.107405	0.0138558	0.0147522	0.0211819	0.00236428	0.00285506	0.00632621	0.00839521	0.00253967	0.00242347	0.0366031	0.0163409	0.00117988	0.00901225	0.015742	0.00699572	0.00749729	0.0233496	0.0273355	0.0368178	0.0137795	0.0328957	0.00582478	0.00857186	0.00274573	0.00355058	0.0123134	0.0105362	0.03964	0.019706	0.025363	0.0262182	0.0119461	0.0947043	0.0739503	0.0104969	0.0275284	0.00518603	0.0243903	0.00711707	0.0116434	0.0123941	0.0196301	0.0165304	0.0522818	0.00603843	0.00171042	0.0141073	0.00413443	0.0420243	6.80449e-05	0.8349577
6156	-778.7901	-851.1711	72.38101	0.020201	0.0307407	0.0146058	0.0393841	0.000529092	0.00197205	0.00347496	0.000797148	0.0033614	6.54057e-05	0.0252909	0.00740558	0.00399356	0.00432994	0.0292298	0.00621152	0.00172304	0.0128369	0.0243408	0.0672838	0.00651033	0.0196264	0.00248815	0.00785112	0.00314001	0.00192529	0.00950584	0.00518968	0.0125832	0.0084571	0.0101236	0.0106598	0.0118566	0.0513533	0.0138213	0.00569194	0.00836532	0.0032569	0.0140395	0.0132079	0.0048101	0.00504138	0.0148098	0.00378609	0.0412998	0.00555951	0.000537675	0.00423089	0.00126632	0.00606169	0.00063071	0.594343	1.16527	0.0429862	0.215512	0.61952	1.61415	4.64012	23.2633	2.275409	0.2077976	0.0333644	0.0507721	0.0241233	0.0650477	0.000873861	0.00325709	0.00573933	0.00131659	0.00555176	0.000108026	0.0417711	0.0122312	0.00659586	0.00715143	0.0482767	0.0102591	0.00284581	0.0212017	0.0402018	0.111128	0.0107526	0.0324154	0.00410949	0.0129671	0.00518612	0.00317986	0.0157001	0.0085714	0.0207827	0.0139679	0.0167203	0.0176059	0.0195827	0.0848163	0.0228276	0.00940094	0.0138164	0.00537917	0.0231879	0.0218144	0.00794447	0.00832647	0.0244603	0.00625319	0.0682117	0.00918221	0.000888036	0.00698784	0.00209149	0.0100116	0.0010417	0.6054646
6192	-774.4323	-846.8698	72.43749	0.0267475	0.0224891	0.0187731	0.0656728	0.00155998	0.00293475	0.00524093	0.00264833	0.00855022	5.10305e-05	0.0100741	0.00668146	0.00596637	0.00450399	0.018196	0.0101596	0.0154882	0.0106951	0.00816753	0.029461	0.0134296	0.00590982	0.0154972	0.00584643	0.00489783	0.000218447	0.0194007	0.0115483	0.01707	0.00678697	0.0344694	0.0124955	0.0184201	0.0743495	0.0243065	0.0154475	0.00746659	0.00538591	0.00820294	0.00418054	0.00367663	0.00682417	0.0436175	0.00395334	0.102348	0.0214471	0.00911284	0.00260992	0.00255609	0.0109222	0.00419106	0.320438	1.27686	0.0322503	0.18733	0.593017	1.68629	5.33816	31.0075	2.483184	0.1022422	0.0338298	0.0284438	0.0237439	0.0830618	0.00197304	0.00371182	0.00662864	0.00334957	0.0108142	6.45425e-05	0.0127415	0.0084506	0.00754617	0.00569658	0.0230141	0.0128497	0.0195893	0.013527	0.0103302	0.0372618	0.0169856	0.00747464	0.0196006	0.00739447	0.0061947	0.000276288	0.0245376	0.014606	0.0215898	0.00858404	0.0435964	0.0158041	0.0232974	0.094036	0.0307424	0.0195377	0.00944362	0.00681201	0.0103749	0.00528747	0.00465014	0.0086311	0.0551668	0.00500012	0.129448	0.0271259	0.0115258	0.00330098	0.0032329	0.0138142	0.00530079	0.7906492
6228	-789.9905	-862.4305	72.44001	0.112316	0.0519106	0.00900744	0.134363	0.00942489	0.00507552	0.00720939	0.00748945	0.0244252	0.00258352	0.0996012	0.0194002	0.00323872	0.0127372	0.0406887	0.0178574	0.0331627	0.0190609	0.0276735	0.0623483	0.0379788	0.0247272	0.0545622	0.00433036	0.0139588	0.00572191	0.0581892	0.0206341	0.0515241	0.0425196	0.0199924	0.0286772	0.0231024	0.114229	0.0198426	0.0127087	0.0240776	0.014394	0.0368908	0.0251239	0.0155151	0.011284	0.113246	0.00994156	0.04579	0.0129746	0.0295205	0.00145395	0.00371668	0.00613354	0.0150956	0.351336	1.26427	0.121307	0.357444	0.725453	1.37845	2.79764	8.24355	1.525264	0.1132171	0.0703102	0.0324963	0.00563871	0.0841118	0.00590003	0.00317731	0.00451312	0.00468844	0.0152903	0.0016173	0.0623509	0.0121446	0.00202746	0.00797358	0.0254713	0.0111788	0.02076	0.0119323	0.0173238	0.0390304	0.0237749	0.0154794	0.0341562	0.00271083	0.0087383	0.00358195	0.0364268	0.0129171	0.0322544	0.0266175	0.0125154	0.0179521	0.0144622	0.071508	0.0124216	0.00795573	0.0150727	0.00901074	0.0230939	0.0157277	0.00971254	0.00706383	0.0708926	0.00622347	0.0286648	0.00812219	0.01848	0.000910181	0.00232667	0.00383963	0.00944991	1.59743
